file,style,tempo_bpm
Media-103809.wav,Rumba-Misc,100.0
Media-104008.wav,Rumba-Misc,100.0
Media-103610.wav,Rumba-Misc,104.0
Media-103615.wav,Rumba-Misc,76.0
Media-103818.wav,Rumba-Misc,92.0
Media-103616.wav,Rumba-Misc,80.0
Media-106011.wav,Rumba-International,96.0
Albums-Latin_Jam4-03.wav,Rumba-International,104.0
Albums-AnaBelen_Veneo-03.wav,Rumba-International,122.0
Media-106010.wav,Rumba-International,92.0
Media-106012.wav,Rumba-International,100.0
Albums-Latin_Jam3-09.wav,Rumba-International,104.0
Albums-Cafe_Paradiso-09.wav,Rumba-International,84.0
Albums-AnaBelen_Veneo-15.wav,Rumba-International,122.0
Albums-AnaBelen_Veneo-01.wav,Rumba-International,100.0
Albums-Latin_Jam3-08.wav,Rumba-International,104.0
Albums-Pais_Tropical-11.wav,Rumba-International,100.0
Albums-Pais_Tropical-10.wav,Rumba-International,100.0
Albums-Pais_Tropical-12.wav,Rumba-International,100.0
Albums-Latin_Jam4-13.wav,Rumba-International,104.0
Albums-Fire-03.wav,Rumba-International,108.0
Albums-Latin_Jam2-15.wav,Rumba-International,104.0
Media-106112.wav,Rumba-International,100.0
Albums-Latin_Jam5-08.wav,Rumba-International,104.0
Media-106113.wav,Rumba-International,100.0
Albums-Latin_Jam-08.wav,Rumba-International,104.0
Albums-GloriaEstefan_MiTierra-01.wav,Rumba-International,88.0
Media-106111.wav,Rumba-International,100.0
Media-106110.wav,Rumba-International,96.0
Albums-Latin_Jam2-07.wav,Rumba-International,104.0
Albums-Fire-10.wav,Rumba-International,100.0
Albums-Macumba-09.wav,Rumba-International,96.0
Albums-GloriaEstefan_MiTierra-11.wav,Rumba-International,120.0
Albums-Latin_Jam-02.wav,Rumba-International,104.0
Albums-Latin_Jam2-08.wav,Rumba-International,104.0
Albums-Latin_Jam2-09.wav,Rumba-International,104.0
Albums-Macumba-12.wav,Rumba-International,100.0
Media-105611.wav,Rumba-International,104.0
Albums-GloriaEstefan_MiTierra-08.wav,Rumba-International,120.0
Albums-Macumba-10.wav,Rumba-International,96.0
Media-105613.wav,Rumba-International,104.0
Media-106119.wav,Rumba-International,84.0
Albums-Latin_Jam5-03.wav,Rumba-International,104.0
Media-105612.wav,Rumba-International,104.0
Albums-Macumba-11.wav,Rumba-International,100.0
Albums-Latin_Jam-14.wav,Rumba-International,104.0
Albums-Latin_Jam5-12.wav,Rumba-International,104.0
Albums-Latin_Jam-05.wav,Rumba-International,104.0
Media-105615.wav,Rumba-International,104.0
Media-105614.wav,Rumba-International,104.0
Albums-Pais_Tropical-09.wav,Rumba-International,100.0
Albums-Latin_Jam4-08.wav,Rumba-International,104.0
Albums-Cafe_Paradiso-10.wav,Rumba-International,96.0
Albums-Cafe_Paradiso-11.wav,Rumba-International,96.0
Media-106009.wav,Rumba-International,88.0
Albums-Cafe_Paradiso-12.wav,Rumba-International,96.0
Albums-Latin_Jam3-07.wav,Rumba-International,104.0
